id,content_type,category_id,category_name,grade_id,grade_name,item,description
CCSS.MATH.CONTENT.8.EE.A.1,MATH.CONTENT,EE,Expressions & Equations,8,Grade 8,A1,"Know and apply the properties of integer exponents to generate equivalent numerical expressions. For example, 32 × 3-5 = 3-3 = 1/33 = 1/27."
CCSS.MATH.CONTENT.8.EE.A.2,MATH.CONTENT,EE,Expressions & Equations,8,Grade 8,A2,"Use square root and cube root symbols to represent solutions to equations of the form x2 = p and x3 = p, where p is a positive rational number. Evaluate square roots of small perfect squares and cube roots of small perfect cubes. Know that √2 is irrational."
CCSS.MATH.CONTENT.8.EE.A.3,MATH.CONTENT,EE,Expressions & Equations,8,Grade 8,A3,"Use numbers expressed in the form of a single digit times an integer power of 10 to estimate very large or very small quantities, and to express how many times as much one is than the other. For example, estimate the population of the United States as 3 times 108 and the population of the world as 7 times 109, and determine that the world population is more than 20 times larger."
CCSS.MATH.CONTENT.8.EE.A.4,MATH.CONTENT,EE,Expressions & Equations,8,Grade 8,A4,"Perform operations with numbers expressed in scientific notation, including problems where both decimal and scientific notation are used. Use scientific notation and choose units of appropriate size for measurements of very large or very small quantities (e.g., use millimeters per year for seafloor spreading). Interpret scientific notation that has been generated by technology"
CCSS.MATH.CONTENT.8.EE.B.5,MATH.CONTENT,EE,Expressions & Equations,8,Grade 8,B5,"Graph proportional relationships, interpreting the unit rate as the slope of the graph. Compare two different proportional relationships represented in different ways. For example, compare a distance-time graph to a distance-time equation to determine which of two moving objects has greater speed."
CCSS.MATH.CONTENT.8.EE.B.6,MATH.CONTENT,EE,Expressions & Equations,8,Grade 8,B6,Use similar triangles to explain why the slope m is the same between any two distinct points on a non-vertical line in the coordinate plane; derive the equation y = mx for a line through the origin and the equation y = mx + b for a line intercepting the vertical axis at b.
CCSS.MATH.CONTENT.8.EE.C.7,MATH.CONTENT,EE,Expressions & Equations,8,Grade 8,C7,Solve linear equations in one variable.
CCSS.MATH.CONTENT.8.EE.C.7.a,MATH.CONTENT,EE,Expressions & Equations,8,Grade 8,C7a,"Give examples of linear equations in one variable with one solution, infinitely many solutions, or no solutions. Show which of these possibilities is the case by successively transforming the given equation into simpler forms, until an equivalent equation of the form x = a, a = a, or a = b results (where a and b are different numbers)."
CCSS.MATH.CONTENT.8.EE.C.7.b,MATH.CONTENT,EE,Expressions & Equations,8,Grade 8,C7b,"Solve linear equations with rational number coefficients, including equations whose solutions require expanding expressions using the distributive property and collecting like terms."
CCSS.MATH.CONTENT.8.EE.C.8,MATH.CONTENT,EE,Expressions & Equations,8,Grade 8,C8,Analyze and solve pairs of simultaneous linear equations.
CCSS.MATH.CONTENT.8.EE.C.8.a,MATH.CONTENT,EE,Expressions & Equations,8,Grade 8,C8a,"Understand that solutions to a system of two linear equations in two variables correspond to points of intersection of their graphs, because points of intersection satisfy both equations simultaneously."
CCSS.MATH.CONTENT.8.EE.C.8.b,MATH.CONTENT,EE,Expressions & Equations,8,Grade 8,C8b,"Solve systems of two linear equations in two variables algebraically, and estimate solutions by graphing the equations. Solve simple cases by inspection. For example, 3x + 2y = 5 and 3x + 2y = 6 have no solution because 3x + 2y cannot simultaneously be 5 and 6."
CCSS.MATH.CONTENT.8.EE.C.8.c,MATH.CONTENT,EE,Expressions & Equations,8,Grade 8,C8c,"Solve real-world and mathematical problems leading to two linear equations in two variables. For example, given coordinates for two pairs of points, determine whether the line through the first pair of points intersects the line through the second pair."
CCSS.MATH.CONTENT.8.F.A.1,MATH.CONTENT,F,Functions,8,Grade 8,A1,Understand that a function is a rule that assigns to each input exactly one output. The graph of a function is the set of ordered pairs consisting of an input and the corresponding output.1
CCSS.MATH.CONTENT.8.F.A.2,MATH.CONTENT,F,Functions,8,Grade 8,A2,"Compare properties of two functions each represented in a different way (algebraically, graphically, numerically in tables, or by verbal descriptions). For example, given a linear function represented by a table of values and a linear function represented by an algebraic expression, determine which function has the greater rate of change."
CCSS.MATH.CONTENT.8.F.A.3,MATH.CONTENT,F,Functions,8,Grade 8,A3,"Interpret the equation y = mx + b as defining a linear function, whose graph is a straight line; give examples of functions that are not linear. For example, the function A = s2 giving the area of a square as a function of its side length is not linear because its graph contains the points (1,1), (2,4) and (3,9), which are not on a straight line."
CCSS.MATH.CONTENT.8.F.B.4,MATH.CONTENT,F,Functions,8,Grade 8,B4,"Construct a function to model a linear relationship between two quantities. Determine the rate of change  and initial value of the function from a description of a relationship or from two (x, y) values, including reading these from a table or from a graph. Interpret the rate of change and initial value of a linear function in terms of the situation it models, and in terms of its graph or a table of values."
CCSS.MATH.CONTENT.8.F.B.5,MATH.CONTENT,F,Functions,8,Grade 8,B5,"Describe qualitatively the functional relationship between two quantities by analyzing a graph (e.g., where the function is increasing or decreasing, linear or nonlinear). Sketch a graph that exhibits the qualitative features of a function that has been described verbally."
CCSS.MATH.CONTENT.8.G.A.1,MATH.CONTENT,G,Geometry,8,Grade 8,A1,"Verify experimentally the properties of rotations, reflections, and translations:"
CCSS.MATH.CONTENT.8.G.A.1.a,MATH.CONTENT,G,Geometry,8,Grade 8,A1a,"Lines are taken to lines, and line segments to line segments of the same length."
CCSS.MATH.CONTENT.8.G.A.1.b,MATH.CONTENT,G,Geometry,8,Grade 8,A1b,Angles are taken to angles of the same measure.
CCSS.MATH.CONTENT.8.G.A.1.c,MATH.CONTENT,G,Geometry,8,Grade 8,A1c,Parallel lines are taken to parallel lines.
CCSS.MATH.CONTENT.8.G.A.2,MATH.CONTENT,G,Geometry,8,Grade 8,A2,"Understand that a two-dimensional figure is congruent to another if the second can be obtained from the first by a sequence of rotations, reflections, and translations; given two congruent figures, describe a sequence that exhibits the congruence between them."
CCSS.MATH.CONTENT.8.G.A.3,MATH.CONTENT,G,Geometry,8,Grade 8,A3,"Describe the effect of dilations, translations, rotations, and reflections on two-dimensional figures using coordinates."
CCSS.MATH.CONTENT.8.G.A.4,MATH.CONTENT,G,Geometry,8,Grade 8,A4,"Understand that a two-dimensional figure is similar to another if the second can be obtained from the first by a sequence of rotations, reflections, translations, and dilations; given two similar two-dimensional figures, describe a sequence that exhibits the similarity between them."
CCSS.MATH.CONTENT.8.G.A.5,MATH.CONTENT,G,Geometry,8,Grade 8,A5,"Use informal arguments to establish facts about the angle sum and exterior angle of triangles, about the angles created when parallel lines are cut by a transversal, and the angle-angle criterion for similarity of triangles. For example, arrange three copies of the same triangle so that the sum of the three angles appears to form a line, and give an argument in terms of transversals why this is so."
CCSS.MATH.CONTENT.8.G.B.6,MATH.CONTENT,G,Geometry,8,Grade 8,B6,Explain a proof of the Pythagorean Theorem and its converse.
CCSS.MATH.CONTENT.8.G.B.7,MATH.CONTENT,G,Geometry,8,Grade 8,B7,Apply the Pythagorean Theorem to determine unknown side lengths in right triangles in real-world and mathematical problems in two and three dimensions.
CCSS.MATH.CONTENT.8.G.B.8,MATH.CONTENT,G,Geometry,8,Grade 8,B8,Apply the Pythagorean Theorem to find the distance between two points in a coordinate system.
CCSS.MATH.CONTENT.8.G.C.9,MATH.CONTENT,G,Geometry,8,Grade 8,C9,"Know the formulas for the volumes of cones, cylinders, and spheres and use them to solve real-world and mathematical problems."
CCSS.MATH.CONTENT.8.NS.A.1,MATH.CONTENT,NS,The Number System,8,Grade 8,A1,"Know that numbers that are not rational are called irrational. Understand informally that every number has a decimal expansion; for rational numbers show that the decimal expansion repeats eventually, and convert a decimal expansion which repeats eventually into a rational number."
CCSS.MATH.CONTENT.8.NS.A.2,MATH.CONTENT,NS,The Number System,8,Grade 8,A2,"Use rational approximations of irrational numbers to compare the size of irrational numbers, locate them approximately on a number line diagram, and estimate the value of expressions (e.g., π2). For example, by truncating the decimal expansion of √2, show that √2 is between 1 and 2, then between 1.4 and 1.5, and explain how to continue on to get better approximations."
CCSS.MATH.CONTENT.8.SP.A.1,MATH.CONTENT,SP,Statistics & Probability,8,Grade 8,A1,"Construct and interpret scatter plots for bivariate measurement data to investigate patterns of association between two quantities. Describe patterns such as clustering, outliers, positive or negative association, linear association, and nonlinear association."
CCSS.MATH.CONTENT.8.SP.A.2,MATH.CONTENT,SP,Statistics & Probability,8,Grade 8,A2,"Know that straight lines are widely used to model relationships between two quantitative variables. For scatter plots that suggest a linear association, informally fit a straight line, and informally assess the model fit by judging the closeness of the data points to the line."
CCSS.MATH.CONTENT.8.SP.A.3,MATH.CONTENT,SP,Statistics & Probability,8,Grade 8,A3,"Use the equation of a linear model to solve problems in the context of bivariate measurement data, interpreting the slope and intercept. For example, in a linear model for a biology experiment, interpret a slope of 1.5 cm/hr as meaning that an additional hour of sunlight each day is associated with an additional 1.5 cm in mature plant height."
CCSS.MATH.CONTENT.8.SP.A.4,MATH.CONTENT,SP,Statistics & Probability,8,Grade 8,A4,"Understand that patterns of association can also be seen in bivariate categorical data by displaying frequencies and relative frequencies in a two-way table. Construct and interpret a two-way table summarizing data on two categorical variables collected from the same subjects. Use relative frequencies calculated for rows or columns to describe possible association between the two variables. For example, collect data from students in your class on whether or not they have a curfew on school nights and whether or not they have assigned chores at home. Is there evidence that those who have a curfew also tend to have chores?"
CCSS.MATH.CONTENT.HSA.APR.A.1,MATH.CONTENT,APR,Arithmetic with Polynomials & Rational Expressions,HSA,High School: Algebra,A1,"Understand that polynomials form a system analogous to the integers, namely, they are closed under the operations of addition, subtraction, and multiplication; add, subtract, and multiply polynomials."
CCSS.MATH.CONTENT.HSA.APR.B.2,MATH.CONTENT,APR,Arithmetic with Polynomials & Rational Expressions,HSA,High School: Algebra,B2,"Know and apply the Remainder Theorem: For a polynomial p(x) and a number a, the remainder on division by x - a is p(a), so p(a) = 0 if and only if (x - a) is a factor of p(x)."
CCSS.MATH.CONTENT.HSA.APR.B.3,MATH.CONTENT,APR,Arithmetic with Polynomials & Rational Expressions,HSA,High School: Algebra,B3,"Identify zeros of polynomials when suitable factorizations are available, and use the zeros to construct a rough graph of the function defined by the polynomial."
CCSS.MATH.CONTENT.HSA.APR.C.4,MATH.CONTENT,APR,Arithmetic with Polynomials & Rational Expressions,HSA,High School: Algebra,C4,"Prove polynomial identities and use them to describe numerical relationships. For example, the polynomial identity (x² + y²)² = (x² - y²)² + (2xy)² can be used to generate Pythagorean triples."
CCSS.MATH.CONTENT.HSA.APR.C.5,MATH.CONTENT,APR,Arithmetic with Polynomials & Rational Expressions,HSA,High School: Algebra,C5,"(+) Know and apply the Binomial Theorem for the expansion of (x + y)n in powers of x and y for a positive integer n, where x and y are any numbers, with coefficients determined for example by Pascal's Triangle.1"
CCSS.MATH.CONTENT.HSA.APR.D.6,MATH.CONTENT,APR,Arithmetic with Polynomials & Rational Expressions,HSA,High School: Algebra,D6,"Rewrite simple rational expressions in different forms; write a(x)/b(x) in the form q(x) + r(x)/b(x), where a(x), b(x), q(x), and r(x) are polynomials with the degree of r(x) less than the degree of b(x), using inspection, long division, or, for the more complicated examples, a computer algebra system."
CCSS.MATH.CONTENT.HSA.APR.D.7,MATH.CONTENT,APR,Arithmetic with Polynomials & Rational Expressions,HSA,High School: Algebra,D7,"(+) Understand that rational expressions form a system analogous to the rational numbers, closed under addition, subtraction, multiplication, and division by a nonzero rational expression; add, subtract, multiply, and divide rational expressions."
CCSS.MATH.CONTENT.HSA.CED.A.1,MATH.CONTENT,CED,Creating Equations,HSA,High School: Algebra,A1,"Create equations and inequalities in one variable and use them to solve problems. Include equations arising from linear and quadratic functions, and simple rational and exponential functions."
CCSS.MATH.CONTENT.HSA.CED.A.2,MATH.CONTENT,CED,Creating Equations,HSA,High School: Algebra,A2,Create equations in two or more variables to represent relationships between quantities; graph equations on coordinate axes with labels and scales.
CCSS.MATH.CONTENT.HSA.CED.A.3,MATH.CONTENT,CED,Creating Equations,HSA,High School: Algebra,A3,"Represent constraints by equations or inequalities, and by systems of equations and/or inequalities, and interpret solutions as viable or nonviable options in a modeling context. For example, represent inequalities describing nutritional and cost constraints on combinations of different foods."
CCSS.MATH.CONTENT.HSA.CED.A.4,MATH.CONTENT,CED,Creating Equations,HSA,High School: Algebra,A4,"Rearrange formulas to highlight a quantity of interest, using the same reasoning as in solving equations. For example, rearrange Ohm's law V = IR to highlight resistance R."
CCSS.MATH.CONTENT.HSA.REI.A.1,MATH.CONTENT,REI,Reasoning with Equations & Inequalities,HSA,High School: Algebra,A1,"Explain each step in solving a simple equation as following from the equality of numbers asserted at the previous step, starting from the assumption that the original equation has a solution. Construct a viable argument to justify a solution method."
CCSS.MATH.CONTENT.HSA.REI.A.2,MATH.CONTENT,REI,Reasoning with Equations & Inequalities,HSA,High School: Algebra,A2,"Solve simple rational and radical equations in one variable, and give examples showing how extraneous solutions may arise."
CCSS.MATH.CONTENT.HSA.REI.B.3,MATH.CONTENT,REI,Reasoning with Equations & Inequalities,HSA,High School: Algebra,B3,"Solve linear equations and inequalities in one variable, including equations with coefficients represented by letters."
CCSS.MATH.CONTENT.HSA.REI.B.4,MATH.CONTENT,REI,Reasoning with Equations & Inequalities,HSA,High School: Algebra,B4,Solve quadratic equations in one variable.
CCSS.MATH.CONTENT.HSA.REI.B.4.a,MATH.CONTENT,REI,Reasoning with Equations & Inequalities,HSA,High School: Algebra,B4a,Use the method of completing the square to transform any quadratic equation in x into an equation of the form (x - p)² = q that has the same solutions. Derive the quadratic formula from this form.
CCSS.MATH.CONTENT.HSA.REI.B.4.b,MATH.CONTENT,REI,Reasoning with Equations & Inequalities,HSA,High School: Algebra,B4b,"Solve quadratic equations by inspection (e.g., for x² = 49), taking square roots, completing the square, the quadratic formula and factoring, as appropriate to the initial form of the equation. Recognize when the quadratic formula gives complex solutions and write them as a ± bi for real numbers a and b."
CCSS.MATH.CONTENT.HSA.REI.C.5,MATH.CONTENT,REI,Reasoning with Equations & Inequalities,HSA,High School: Algebra,C5,"Prove that, given a system of two equations in two variables, replacing one equation by the sum of that equation and a multiple of the other produces a system with the same solutions."
CCSS.MATH.CONTENT.HSA.REI.C.6,MATH.CONTENT,REI,Reasoning with Equations & Inequalities,HSA,High School: Algebra,C6,"Solve systems of linear equations exactly and approximately (e.g., with graphs), focusing on pairs of linear equations in two variables."
CCSS.MATH.CONTENT.HSA.REI.C.7,MATH.CONTENT,REI,Reasoning with Equations & Inequalities,HSA,High School: Algebra,C7,"Solve a simple system consisting of a linear equation and a quadratic equation in two variables algebraically and graphically. For example, find the points of intersection between the line y = -3x and the circle x2 + y2 = 3."
CCSS.MATH.CONTENT.HSA.REI.C.8,MATH.CONTENT,REI,Reasoning with Equations & Inequalities,HSA,High School: Algebra,C8,(+) Represent a system of linear equations as a single matrix equation in a vector variable.
CCSS.MATH.CONTENT.HSA.REI.C.9,MATH.CONTENT,REI,Reasoning with Equations & Inequalities,HSA,High School: Algebra,C9,(+) Find the inverse of a matrix if it exists and use it to solve systems of linear equations (using technology for matrices of dimension 3 × 3 or greater).
CCSS.MATH.CONTENT.HSA.REI.D.10,MATH.CONTENT,REI,Reasoning with Equations & Inequalities,HSA,High School: Algebra,D10,"Understand that the graph of an equation in two variables is the set of all its solutions plotted in the coordinate plane, often forming a curve (which could be a line)."
CCSS.MATH.CONTENT.HSA.REI.D.11,MATH.CONTENT,REI,Reasoning with Equations & Inequalities,HSA,High School: Algebra,D11,"Explain why the x-coordinates of the points where the graphs of the equations y = f(x) and y = g(x) intersect are the solutions of the equation f(x) = g(x); find the solutions approximately, e.g., using technology to graph the functions, make tables of values, or find successive approximations. Include cases where f(x) and/or g(x) are linear, polynomial, rational, absolute value, exponential, and logarithmic functions.*"
CCSS.MATH.CONTENT.HSA.REI.D.12,MATH.CONTENT,REI,Reasoning with Equations & Inequalities,HSA,High School: Algebra,D12,"Graph the solutions to a linear inequality in two variables as a half-plane (excluding the boundary in the case of a strict inequality), and graph the solution set to a system of linear inequalities in two variables as the intersection of the corresponding half-planes."
CCSS.MATH.CONTENT.HSA.SSE.A.1,MATH.CONTENT,SSE,Seeing Structure in Expressions,HSA,High School: Algebra,A1,Interpret expressions that represent a quantity in terms of its context.*
CCSS.MATH.CONTENT.HSA.SSE.A.1.a,MATH.CONTENT,SSE,Seeing Structure in Expressions,HSA,High School: Algebra,A1a,"Interpret parts of an expression, such as terms, factors, and coefficients."
CCSS.MATH.CONTENT.HSA.SSE.A.1.b,MATH.CONTENT,SSE,Seeing Structure in Expressions,HSA,High School: Algebra,A1b,"Interpret complicated expressions by viewing one or more of their parts as a single entity. For example, interpret P(1+r)n as the product of P and a factor not depending on P."
CCSS.MATH.CONTENT.HSA.SSE.A.2,MATH.CONTENT,SSE,Seeing Structure in Expressions,HSA,High School: Algebra,A2,"Use the structure of an expression to identify ways to rewrite it. For example, see x⁴ - y⁴ as (x²)² - (y²)², thus recognizing it as a difference of squares that can be factored as (x2 - y2)(x2 + y2)."
CCSS.MATH.CONTENT.HSA.SSE.B.3,MATH.CONTENT,SSE,Seeing Structure in Expressions,HSA,High School: Algebra,B3,Choose and produce an equivalent form of an expression to reveal and explain properties of the quantity represented by the expression.*
CCSS.MATH.CONTENT.HSA.SSE.B.3.a,MATH.CONTENT,SSE,Seeing Structure in Expressions,HSA,High School: Algebra,B3a,Factor a quadratic expression to reveal the zeros of the function it defines.
CCSS.MATH.CONTENT.HSA.SSE.B.3.b,MATH.CONTENT,SSE,Seeing Structure in Expressions,HSA,High School: Algebra,B3b,Complete the square in a quadratic expression to reveal the maximum or minimum value of the function it defines.
CCSS.MATH.CONTENT.HSA.SSE.B.3.c,MATH.CONTENT,SSE,Seeing Structure in Expressions,HSA,High School: Algebra,B3c,Use the properties of exponents to transform expressions for exponential functions. For example the expression 1.15t can be rewritten as (1.151/12)12t ≈ 1.01212t to reveal the approximate equivalent monthly interest rate if the annual rate is 15%.
CCSS.MATH.CONTENT.HSA.SSE.B.4,MATH.CONTENT,SSE,Seeing Structure in Expressions,HSA,High School: Algebra,B4,"Derive the formula for the sum of a finite geometric series (when the common ratio is not 1), and use the formula to solve problems. For example, calculate mortgage payments.*"
CCSS.MATH.CONTENT.HSF.BF.A.1,MATH.CONTENT,BF,Building Functions,HSF,High School: Functions,A1,Write a function that describes a relationship between two quantities.*
CCSS.MATH.CONTENT.HSF.BF.A.1.a,MATH.CONTENT,BF,Building Functions,HSF,High School: Functions,A1a,"Determine an explicit expression, a recursive process, or steps for calculation from a context."
CCSS.MATH.CONTENT.HSF.BF.A.1.b,MATH.CONTENT,BF,Building Functions,HSF,High School: Functions,A1b,"Combine standard function types using arithmetic operations. For example, build a function that models the temperature of a cooling body by adding a constant function to a decaying exponential, and relate these functions to the model."
CCSS.MATH.CONTENT.HSF.BF.A.1.c,MATH.CONTENT,BF,Building Functions,HSF,High School: Functions,A1c,"(+) Compose functions. For example, if T(y) is the temperature in the atmosphere as a function of height, and h(t) is the height of a weather balloon as a function of time, then T(h(t)) is the temperature at the location of the weather balloon as a function of time."
CCSS.MATH.CONTENT.HSF.BF.A.2,MATH.CONTENT,BF,Building Functions,HSF,High School: Functions,A2,"Write arithmetic and geometric sequences both recursively and with an explicit formula, use them to model situations, and translate between the two forms.*"
CCSS.MATH.CONTENT.HSF.BF.B.3,MATH.CONTENT,BF,Building Functions,HSF,High School: Functions,B3,"Identify the effect on the graph of replacing f(x) by f(x) + k, k f(x), f(kx), and f(x + k) for specific values of k (both positive and negative); find the value of k given the graphs. Experiment with cases and illustrate an explanation of the effects on the graph using technology. Include recognizing even and odd functions from their graphs and algebraic expressions for them."
CCSS.MATH.CONTENT.HSF.BF.B.4,MATH.CONTENT,BF,Building Functions,HSF,High School: Functions,B4,Find inverse functions.
CCSS.MATH.CONTENT.HSF.BF.B.4.a,MATH.CONTENT,BF,Building Functions,HSF,High School: Functions,B4a,"Solve an equation of the form f(x) = c for a simple function f that has an inverse and write an expression for the inverse. For example, f(x) = 2 x³ or f(x) = (x+1)/(x-1) for x ≠ 1."
CCSS.MATH.CONTENT.HSF.BF.B.4.b,MATH.CONTENT,BF,Building Functions,HSF,High School: Functions,B4b,(+) Verify by composition that one function is the inverse of another.
CCSS.MATH.CONTENT.HSF.BF.B.4.c,MATH.CONTENT,BF,Building Functions,HSF,High School: Functions,B4c,"(+) Read values of an inverse function from a graph or a table, given that the function has an inverse."
CCSS.MATH.CONTENT.HSF.BF.B.4.d,MATH.CONTENT,BF,Building Functions,HSF,High School: Functions,B4d,(+) Produce an invertible function from a non-invertible function by restricting the domain.
CCSS.MATH.CONTENT.HSF.BF.B.5,MATH.CONTENT,BF,Building Functions,HSF,High School: Functions,B5,(+) Understand the inverse relationship between exponents and logarithms and use this relationship to solve problems involving logarithms and exponents.
CCSS.MATH.CONTENT.HSF.IF.A.1,MATH.CONTENT,IF,Interpreting Functions,HSF,High School: Functions,A1,"Understand that a function from one set (called the domain) to another set (called the range) assigns to each element of the domain exactly one element of the range. If f is a function and x is an element of its domain, then f(x) denotes the output of f corresponding to the input x. The graph of f is the graph of the equation y = f(x)."
CCSS.MATH.CONTENT.HSF.IF.A.2,MATH.CONTENT,IF,Interpreting Functions,HSF,High School: Functions,A2,"Use function notation, evaluate functions for inputs in their domains, and interpret statements that use function notation in terms of a context."
CCSS.MATH.CONTENT.HSF.IF.A.3,MATH.CONTENT,IF,Interpreting Functions,HSF,High School: Functions,A3,"Recognize that sequences are functions, sometimes defined recursively, whose domain is a subset of the integers. For example, the Fibonacci sequence is defined recursively by f(0) = f(1) = 1, f(n+1) = f(n) + f(n-1) for n ≥ 1."
CCSS.MATH.CONTENT.HSF.IF.B.4,MATH.CONTENT,IF,Interpreting Functions,HSF,High School: Functions,B4,"For a function that models a relationship between two quantities, interpret key features of graphs and tables in terms of the quantities, and sketch graphs showing key features given a verbal description of the relationship. Key features include: intercepts; intervals where the function is increasing, decreasing, positive, or negative; relative maximums and minimums; symmetries; end behavior; and periodicity.*"
CCSS.MATH.CONTENT.HSF.IF.B.5,MATH.CONTENT,IF,Interpreting Functions,HSF,High School: Functions,B5,"Relate the domain of a function to its graph and, where applicable, to the quantitative relationship it describes. For example, if the function h(n) gives the number of person-hours it takes to assemble n engines in a factory, then the positive integers would be an appropriate domain for the function.*"
CCSS.MATH.CONTENT.HSF.IF.B.6,MATH.CONTENT,IF,Interpreting Functions,HSF,High School: Functions,B6,Calculate and interpret the average rate of change of a function (presented symbolically or as a table) over a specified interval. Estimate the rate of change from a graph.*
CCSS.MATH.CONTENT.HSF.IF.C.7,MATH.CONTENT,IF,Interpreting Functions,HSF,High School: Functions,C7,"Graph functions expressed symbolically and show key features of the graph, by hand in simple cases and using technology for more complicated cases.*"
CCSS.MATH.CONTENT.HSF.IF.C.7.a,MATH.CONTENT,IF,Interpreting Functions,HSF,High School: Functions,C7a,"Graph linear and quadratic functions and show intercepts, maxima, and minima."
CCSS.MATH.CONTENT.HSF.IF.C.7.b,MATH.CONTENT,IF,Interpreting Functions,HSF,High School: Functions,C7b,"Graph square root, cube root, and piecewise-defined functions, including step functions and absolute value functions."
CCSS.MATH.CONTENT.HSF.IF.C.7.c,MATH.CONTENT,IF,Interpreting Functions,HSF,High School: Functions,C7c,"Graph polynomial functions, identifying zeros when suitable factorizations are available, and showing end behavior."
CCSS.MATH.CONTENT.HSF.IF.C.7.d,MATH.CONTENT,IF,Interpreting Functions,HSF,High School: Functions,C7d,"(+) Graph rational functions, identifying zeros and asymptotes when suitable factorizations are available, and showing end behavior."
CCSS.MATH.CONTENT.HSF.IF.C.7.e,MATH.CONTENT,IF,Interpreting Functions,HSF,High School: Functions,C7e,"Graph exponential and logarithmic functions, showing intercepts and end behavior, and trigonometric functions, showing period, midline, and amplitude."
CCSS.MATH.CONTENT.HSF.IF.C.8,MATH.CONTENT,IF,Interpreting Functions,HSF,High School: Functions,C8,Write a function defined by an expression in different but equivalent forms to reveal and explain different properties of the function.
CCSS.MATH.CONTENT.HSF.IF.C.8.a,MATH.CONTENT,IF,Interpreting Functions,HSF,High School: Functions,C8a,"Use the process of factoring and completing the square in a quadratic function to show zeros, extreme values, and symmetry of the graph, and interpret these in terms of a context."
CCSS.MATH.CONTENT.HSF.IF.C.8.b,MATH.CONTENT,IF,Interpreting Functions,HSF,High School: Functions,C8b,"Use the properties of exponents to interpret expressions for exponential functions. For example, identify percent rate of change in functions such as y = (1.02)^t, y = (0.97)^t, y = (1.01)12^t, y = (1.2)^t/10, and classify them as representing exponential growth or decay."
CCSS.MATH.CONTENT.HSF.IF.C.9,MATH.CONTENT,IF,Interpreting Functions,HSF,High School: Functions,C9,"Compare properties of two functions each represented in a different way (algebraically, graphically, numerically in tables, or by verbal descriptions). For example, given a graph of one quadratic function and an algebraic expression for another, say which has the larger maximum."
CCSS.MATH.CONTENT.HSF.LE.A.1,MATH.CONTENT,LE,"Linear, Quadratic, & Exponential Models",HSF,High School: Functions,A1,Distinguish between situations that can be modeled with linear functions and with exponential functions.
CCSS.MATH.CONTENT.HSF.LE.A.1.a,MATH.CONTENT,LE,"Linear, Quadratic, & Exponential Models",HSF,High School: Functions,A1a,"Prove that linear functions grow by equal differences over equal intervals, and that exponential functions grow by equal factors over equal intervals."
CCSS.MATH.CONTENT.HSF.LE.A.1.b,MATH.CONTENT,LE,"Linear, Quadratic, & Exponential Models",HSF,High School: Functions,A1b,Recognize situations in which one quantity changes at a constant rate per unit interval relative to another.
CCSS.MATH.CONTENT.HSF.LE.A.1.c,MATH.CONTENT,LE,"Linear, Quadratic, & Exponential Models",HSF,High School: Functions,A1c,Recognize situations in which a quantity grows or decays by a constant percent rate per unit interval relative to another.
CCSS.MATH.CONTENT.HSF.LE.A.2,MATH.CONTENT,LE,"Linear, Quadratic, & Exponential Models",HSF,High School: Functions,A2,"Construct linear and exponential functions, including arithmetic and geometric sequences, given a graph, a description of a relationship, or two input-output pairs (include reading these from a table)."
CCSS.MATH.CONTENT.HSF.LE.A.3,MATH.CONTENT,LE,"Linear, Quadratic, & Exponential Models",HSF,High School: Functions,A3,"Observe using graphs and tables that a quantity increasing exponentially eventually exceeds a quantity increasing linearly, quadratically, or (more generally) as a polynomial function."
CCSS.MATH.CONTENT.HSF.LE.A.4,MATH.CONTENT,LE,"Linear, Quadratic, & Exponential Models",HSF,High School: Functions,A4,"For exponential models, express as a logarithm the solution to abct = d where a, c, and d are numbers and the base b is 2, 10, or e; evaluate the logarithm using technology."
CCSS.MATH.CONTENT.HSF.LE.B.5,MATH.CONTENT,LE,"Linear, Quadratic, & Exponential Models",HSF,High School: Functions,B5,Interpret the parameters in a linear or exponential function in terms of a context.
CCSS.MATH.CONTENT.HSF.TF.A.1,MATH.CONTENT,TF,Trigonometric Functions,HSF,High School: Functions,A1,Understand radian measure of an angle as the length of the arc on the unit circle subtended by the angle.
CCSS.MATH.CONTENT.HSF.TF.A.2,MATH.CONTENT,TF,Trigonometric Functions,HSF,High School: Functions,A2,"Explain how the unit circle in the coordinate plane enables the extension of trigonometric functions to all real numbers, interpreted as radian measures of angles traversed counterclockwise around the unit circle."
CCSS.MATH.CONTENT.HSF.TF.A.3,MATH.CONTENT,TF,Trigonometric Functions,HSF,High School: Functions,A3,"(+) Use special triangles to determine geometrically the values of sine, cosine, tangent for π/3, π/4 and π/6, and use the unit circle to express the values of sine, cosine, and tangent for x, π + x, and 2π - x in terms of their values for x, where x is any real number."
CCSS.MATH.CONTENT.HSF.TF.A.4,MATH.CONTENT,TF,Trigonometric Functions,HSF,High School: Functions,A4,(+) Use the unit circle to explain symmetry (odd and even) and periodicity of trigonometric functions.
CCSS.MATH.CONTENT.HSF.TF.B.5,MATH.CONTENT,TF,Trigonometric Functions,HSF,High School: Functions,B5,"Choose trigonometric functions to model periodic phenomena with specified amplitude, frequency, and midline.*"
CCSS.MATH.CONTENT.HSF.TF.B.6,MATH.CONTENT,TF,Trigonometric Functions,HSF,High School: Functions,B6,(+) Understand that restricting a trigonometric function to a domain on which it is always increasing or always decreasing allows its inverse to be constructed.
